"","estc_id","title","sum","n"
"4148","T86160","The universal penman",1320,3
"4149","T86172","Divine, moral, and historical miscellanies",603,3
"4150","T86180","The festoon",1848,7
"4151","T86191","A museum for young gentlemen and ladies",4417,1
"4152","T86307","Moral reflections on the works of the creation",4738,12
"4153","T86342","Sermons on several subjects",878,4
"4154","T86360","A new collection of hymns, particularly designed for the use of the congregation at the chapel in Jewry-Street, Aldgate, London",1387,4
"4155","T86536","Alexis: or the worthy unfortunate",90,1
"4156","T86546","Chevy-chace",111,1
"4157","T86647","Lectures on the Lord's Prayer; with an introductory discourse. By the Rev. Richard Taprell, of South Molton",660,1
"4158","T86695","The young gentleman and lady instructed in such principles of politeness, prudence, and virtue, as will lay a sure foundation for gaining respect, esteem, and satisfaction in this Life, and Eternal Happiness in a future State; Interspersed with such Observations and Maxims, As demonstrate The Danger and Folly of Vice, and, the Advantage and Wisdom of Virtue. Authorised by the King's Most Excellent Majesty. .",241604,1388
"4159","T86743","A collection of hymns and psalms, for public and private worship. Selected and prepared by Andrew Kippis, D. D. F. R. S. and S. A. Abraham Rees, D. D. F. R. S. The Rev. Thomas Jervis, and the Rev. Thomas Morgan",3407,13
"4160","T86744","A collection of hymns and psalms, for public and private worship. Selected and prepared by Andrew Kippis, D. D. F. R. S. and S. A. Abraham Rees, D. D. F. R. S. The Rev. Thomas Jervis, and the Rev. Thomas Morgan",3406,13
"4161","T86850","Mr. Bower's reply to a scurrilous libel, intituled, A full consutation, &c",137,1
"4162","T86881","The polite academy, or school of behaviour for young gentlemen and ladies",768,4
"4163","T86918","A letter of genteel and moral advice to a young lady",6866,50
"4164","T86934","A letter of genteel and moral advice to a young lady",5813,43
"4165","T86936","A letter of genteel and moral advice to a young lady",6613,53
"4166","T86999","A treatise on education",667,1
"4167","T87403","A collection of hymns and sacred poems",657,1
"4168","T87434","The man of business",388,2
"4169","T87436","Grammar and rhetorick, being the first and third volumes of the Circle of the sciences. Considerably enlarged, and greatly improved",474,2
"4170","T87437","The orator; being a collection of pieces in prose and verse, selected from the best English writers, Both Ancient and Modern; Intended to Facilitate the Advancement of Youth in Reading and Speaking. To which is added an appendix. Containing Complete Lists of all the Words in the English Language, which have a similarity of Sound; and likewise, of those Substantives, Verbs and Adjectives, which (though written in the same Manner) vary the Seat of the Accent. By William Perry, Lecturer on the English Language, in the Academy, Edinburgh",15822,10
"4171","T87445","Allegories and visions for the entertainment and instruction of younger minds",29943,8
"4172","T87547","The windsor guide; containing a description of the town and castle",875,7
"4173","T87848","The navy-Surgeon: or, a practical system of surgery",260,1
"4174","T87892","Anecdotes, &c. antient and modern",404,2
"4175","T87893","Anecdotes, &c. antient and modern",405,2
"4176","T87895","Anecdotes, &c. antient & modern",406,2
"4177","T87968","A regular English syntax",3714,8
"4178","T87969","The complete English scholar. In three parts. Containing A new, short, and familiar Method of Instructing Children, and Perfecting Grown Persons in the English Tongue, and of Learning Grammar in general, without the Help of Latin. In Which The Various Lessons are adapted to convey the ruling Principles of Life, and mend the Heart at the same time that they enlighten the Understanding. By James Buchanan",36755,24
"4179","T87976","Dictionarium Britannicum: or a more compleat universal etymological English dictionary than any extant",8097,31
"4180","T87978","A new universal etymological dictionary",3160,11
"4181","T88005","Addresses to young men. By James Fordyce, D.D. Volume I",542,4
"4182","T88108","General biography",538,1
"4183","T88246","Deinology",4344,16
"4184","T88308","Francisci Baconi Baronis de Verulamio, Vicecomitis Sancti Albani, Magni Angliae Cancellarii, opera omnia, quatuor voluminibus Comprehensa: Hactenus Edita, ad Autographorum maxime fidem, emendantur; Nonnulla etiam, ex Mss Codicibus deprompta, nunc primum prodeunt. ... . In quo continentur I. Dr Rawley's Life of the Author. II. Collections relating to our Author's Life. III. An Account of this Present Edition. IV. Instauratio Magna: Pars I. sive de Augmentis Scientiarum. V. Pars II. sive Novum Organum",666,1
"4185","T88365","Orthopædia",584,1
"4186","T88378","Nuova e facile grammatica della lingua inglese",654,2
"4187","T88382","Grammatica della lingua inglese per gli italiani del ... Odoardo Barker .",790,2
"4188","T88410","Astronomical and geographical essays",229,1
"4189","T88417","Lectures on natural and experimental philosophy, considered in it's present state of improvement. Describing, in a familiar and easy manney, the principal philomena of nature; and shewing, that they all co-operate in displaying the goodness, wisdom, and power of God. By George Adams, mathematical instrument maker to His Majesty, and optician to His Royal Highness the Price of Wales. In five volumes. The fifth volume consisting of the plates and index. .",110,1
"4190","T88418","Lectures on natural and experimental philosophy, considered in its present state of improvement. Describing in a Familiar and Easy Manner The Principal Phenomena of Nature; and Shewing that they all Co-Operate in Displaying the Goodness, Wisdom, and Power of God. By the Late George Adams, Mathematical Instrument Maker to his Majesty, &c. In five volumes, the fifth volume consisting of the plates and index. The second edition, with considerable corrections and additions, by William Jones, Mathematical Instrument Maker. .",114,1
"4191","T88440","Interesting anecdotes, memoirs, allegories, essays, and poetical fragments",20575,24
"4192","T88635","The biographical mirrour, comprising a series of ancient and modern English portraits, of eminent and distinguished persons, from original pictures and drawings",1017,3
"4193","T88658","Æsop's fables, embellished with one hundred & eleven elegant engravings",1224,1
"4194","T88722","Exercises to the rules of construction of French speech",509,3
"4195","T88728","A reply to a piece called The speech of Joseph Galloway",69,1
"4196","T88734","A philosophical, historical, and moral essay on old maids. By a friend to the sisterhood. In three volumes. .",489,3
"4197","T88907","A new history of the life and reign of the Czar Peter the Great",536,2
"4198","T89005","The Rambler",954,4
"4199","T89008","The adventurer",152,1
"4200","T89023","The Idler",239,2
"4201","T89029","The Rambler",962,4
"4202","T89065","A compendium of a course of lectures on natural and experimental philosophy. Viz. Properties of Matter and Magnetism. Chemistry. Hydrostatics. Hydraulics. Optics. Electricity. Fortification. Mechanics. Astronomy, &c. To which are added notes and demonstrations, Poetical Extracts, &c. By I. Atkinson",358,2
"4203","T89118","Anna: a sentimental novel. In a series of letters. In two volumes. .",91,1
"4204","T89122","Anecdotes of polite literature. In five volumes. .",5831,23
"4205","T89132","The female reader",3950,1
"4206","T89164","Miscellaneous works, in verse and prose, of the Late Right Honourable Joseph Addison, Esq; in three volumes",2659,7
"4207","T89165","Miscellaneous works",1579,4
"4208","T89166","The works of the late Right Honorable Joseph Addison",1906182,846
"4209","T89167","The works of the Right Honourable Joseph Addison, Esq",1874188,590
"4210","T89171","Miscellaneous works",1623,5
"4211","T89172","The miscellaneous works",2449,6
"4212","T89176","Miscellaneous works",2359,6
"4213","T89180","The poetical works",4264,5
"4214","T89182","Notes upon the twelve books of Paradise lost",298974,74
"4215","T89184","Maxims, observations, and reflections",107962,84
"4216","T89334","Grammatical institutes",5055,12
"4217","T89335","Grammatical institutes",3335,10
"4218","T89336","Grammatical institutes",5091,12
"4219","T89340","A new history of the life and reign of the Czar Peter the Great",537,2
"4220","T89503","The economy of beauty",1575,9
"4221","T89645","A defence of the people denominated Methodists, being the substance of an oration, delivered at the Westminster forum, on Monday evening, the 24th of April, 1797, on the discussion of the following question: 'ought the people denominated Methodists, to be considered as artful hypocrites, gloomy enthusiasts, and contracted bigots, or men of genuine piety, who have revived the great work of religion among mankind?' By J. H. Prince, Author of ``the Christian's Duty to God and the Constitution,'' and ``original Letters and Essays on Moral and Entertaining Subjects.''",179,1
"4222","T89658","A contemplation on the existence and perfections of God, drawn from the several parts of the visible world, the structure of the human body, and the wonderful powers of the soul; as an image of the wisdom, power, and the invisible and immortal nature of God. Designed as a specimen of a body of divinity, executed in the same manner. By John Ryland, A. M. of Northampton",623,5
"4223","T89680","The microscope made easy",1893,4
"4224","T89681","The microscope made easy",1906,4
"4225","T89682","The microscope made easy",1918,4
"4226","T89723","The complete letter-writer",9480,11
"4227","T89844","The works of Henry Fielding, Esq",126,2
"4228","T89939","Biographical collections",1494,6
"4229","T89986","An apology for the life of Mr. Colley Cibber",2195,3
"4230","T90051","Lives of the admirals",410,2
"4231","T90076","The travels of Antenor in Greece and Asia: from a Greek manuscript found at Herculaneum: including some account of Egypt. Translated from the French of E. F. Lantier. With additional notes by the English translator. In three volumes. .",458,1
"4232","T90117","Attempts to revive antient medical doctrines",121,1
"4233","T90126","A treatise on virtue and happiness",153,1
"4234","T90127","A treatise on virtue and happiness",154,1
"4235","T90128","A treatise on virtue and happiness",155,1
"4236","T90181","The microscope made easy: or I. The nature, uses, and magnifying powers of the best kinds of microscopes described, calculated, and explained",1903,3
"4237","T90226","The young painter's maulstick",328,2
"4238","T90239","The iliad",1917,15
"4239","T90240","The odyssey of Homer",266,2
"4240","T90243","The odyssey of Homer. Translated by Alexander Pope. .",138,1
"4241","T90248","Homērou Ilias kai Odysseia kai eis autas scholia, ē exēgēsis, tōn palaiōn. Homeri Ilias & Odyssea, et in eadem scholia, sive interpretatio, veterum",66,1
"4242","T90301","A series of letters relating to the Antigallican private ship of war, and her lawful prize the Penthievre",392,2
"4243","T90309","A biographical history of England",498,1
"4244","T90314","A collection of English prose and verse",17708,5
"4245","T90426","The British palladium; or, Annual miscellany: for the bissextile year 1768",716,1
"4246","T90477","A supplement to Stricturæ lucis: or second thoughts. Being an addition to, and correction of some conjectures and expositions in a former discourse upon Daniel's weeks, and several Passages in the Revelations, particularly, Chap. XVII. v. 8, 9, 10, 11. By the same author",1346,1
"4247","T90491","Letters on chivalry and romance",833,4
"4248","T90531","British education",4047,4
"4249","T90540","Sheridan's and Henderson's practical method of reading and reciting English poetry",2692,5
"4250","T90584","The art of rhetoric made easy: or, The elements of oratory briefly stated, and fitted for the practice of the studious youth of Great-Britain and Ireland",1553,3
"4251","T90627","The art of rhetoric made easy",1110,2
"4252","T90722","The club: or, a dialogue between father and son",515,4
"4253","T90723","The club",314,2
"4254","T90854","Dramatic micellanies [sic]: consisting of critical observations on several plays of Shakspeare: with a review of his principal characters, and those of various eminent writers, as represented by Mr. Garrick, and other celebrated comedians. ... By Thomas Davies, ... In three volumes. .",1652,7
"4255","T90948","Moral tales in verse",1082,5
"4256","T90961","Marmontel's tales, selected and abridged, for the instruction and amusement of youth. By Mrs. Pilkington. Ornamented with twenty-six beautiful engravings, cut on wood",371,1
"4257","T91045","The novelist's magazine. Vol. V. Containing Tristram Shandy, The Chinese Tales, and The Sisters",9700,4
"4258","T91050","The adventures of David Simple",353,1
"4259","T91053","Chinese tales",9912,6
"4260","T91054","Chinese tales",9898,6
"4261","T91077","A short introduction to English grammar",771,6
"4262","T91113","The works of Nicholas Machiavel",11507,15
"4263","T91175","The life and adventures of Joe Thompson",143,1
"4264","T91193","A compendious grammar: in which the principles of the English language are methodically digested into plain and easy rules: illustrated by exercises of true and false syntax. ... By William McIlquham",2318,5
"4265","T91220","The works of Nicholas Machiavel",11603,11
"4266","T91249","An oxford dream",276,2
"4267","T91250","A scheme designed to raise a sum not exceeding ten thousand pounds, for the benefit of the Foundling-Hospital",787,5
"4268","T91276","Fables in verse, for the improvement of the young and the old",805,3
"4269","T91292","Letters and papers on agriculture, planting, &c. selected from the correspondence of the Bath and West of England Society for the encouragement of agriculture, arts, manufactures, and commerce. Vol VI",1945,2
"4270","T91339","An essay on genius. By Alexander Gerard, D.D. Professor of Divinity in King's College, Aberdeen",2220,5
"4271","T91352","The german spy",2184,10
"4272","T91380","The antiquities of St Peter's, or, the abbey-church of Westminster",4664,4
"4273","T91381","The beauties of Stow",435,1
"4274","T91383","The beauties of Stow",435,1
"4275","T91441","A collection of hymns as sung by the children of All Saints School",1929,3
"4276","T91443","The club. In a dialogue between father and son",337,2
"4277","T91494","The works of Robert Burns",235,1
"4278","T91713","The book of Psalms, as translated, paraphrased, or imitated by some of the most eminent English poets; viz. Addison, Blacklock, Brady, Carter, Daniel, Denham, Doddridge, Merrick, Milton, Roscommon, Rowe, Sowden, Steele, Tate, Tollet, Watts, and Several Others; And adapted to Christian Worship, in a Form The most likely to give general Satisfaction; Particular Care having been taken throughout the whole Compilation, to seclude all exceptionable Words and Phrases, and to retain such only as sincere and candid Christians of various Sentiments and different Denominations may join in the Use of. To which is prefixed, a dissertation On Scripture Imprecations, With the View of vindicating the Sacred Writers in general, and the Psalmists in particular, against the heavy, but happily ill-founded Charge of indulging and countenancing a malevolent Spirit. By Benj. Williams",4769,9
"4279","T91791","The psalms of David, translated into heroic verse, in as literal a manner, as rhyme and metre will allow. With arguments to each psalm. And explanatory notes",796,3
"4280","T91801","Psalms carefully suited and applied to the Christian state and worship",1384,2
"4281","T91812","Psalms and hymns for the use of the congregation of Carlisle Chapel, Kennington-Lane, in the parish of Lambeth",1895,4
"4282","T91827","Translations and paraphrases, in verse, of several passages of sacred scripture",1980,2
"4283","T91828","Translations and paraphrases, in verse, of several passages of sacred scripture",1979,2
"4284","T91830","The psalms of David in metre",1956,2
"4285","T92035","Spiritual songs for Zion's travellers",2137,7
"4286","T92076","A selection from the new version of Psalms",2203,4
"4287","T92077","A paraphrase on the book of Isaiah",256,2
"4288","T92096","Hymns and songs in praise of Jesus Christ. By Edward Pyke, V.D.M",356,2
"4289","T92139","The original text of Juvenal and Persius",151,1
"4290","T92171","The works of the English poets",7895,12
"4291","T92241","A system of moral philosophy",164,1
"4292","T92310","A sermon preach'd in the parish-church of St. Sepulchre, May the 24th, 1711",1190,2
"4293","T92335","Health",2183,4
"4294","T92461","The poetical works",107,1
"4295","T92499","The candid friend; addressed to a young gentleman",1284,1
"4296","T92512","A second letter to a right honourable patriot",488,4
"4297","T92553","A course of the belles lettres: or the principles of literature. Translated from the French of the Abbot Batteux, Professor of Rhetoric in the Royal College of Navarre, at Paris. By Mr. Miller. In four volumes. .",47514,94
"4298","T92626","The christian's pattern",1986,2
"4299","T92633","the parents New Year's gift) The Christian's pattern: or, imitation of Jesus Christ. In four books. Containing among other Things, I. Christ the true Pattern to be imitated by every Christian. II. The Life of the Spiritual Man; or the Religious Exercises of every true Professor of the Name of Christ. III. Dialogues between Christ and the Disciple; in which the Doubts and Fears of the pious Soul are declared and removed; with unerring Directions to attain eternal Happiness. IV. The Christian assisted in his Preparations for, and worthy Receiving of the Holy Communion of the Lord's Supper. With reflections and observations on every chapter, never published in any other Edition of this excellent Treatise. To which are likewise now added, meditations and prayers for persons in sickness and trouble; with Hymns on various Subjects. By Thomas à Kempis. To which is prefixed, the Life of the Author, with an Account of all his Writings. The whole embellish'd with a great Number of Copper Plate Cuts",2589,4
"4300","T927","Observations on the present state of the parochial and vagrant poor",452,3
"4301","T92965","The country seat",814,2
"4302","T93070","The psalms of David imitated in the language of the New Testament",1042,2
"4303","T93071","The psalms of David, imitated in the language of the New Testament",741,1
"4304","T93073","The Psalms of David imitated in the language of the New Testament",1035,2
"4305","T93091","Watts's Psalms and hymns, imitated in the language of the New Testament, And applied to the Christian state and Horship. 1796",569,2
"4306","T93094","The Psalms of David imitated in the language of the New Testament",1034,2
"4307","T93230","Creation",596,4
"4308","T93233","The poetical works",7651,4
"4309","T93244","The use and intent of prophecy, in the several ages of the world",411,2
"4310","T93296","Travels of the Jesuits, into various parts of the world: particularly China and the East-Indies",67,1
"4311","T93323","Letters of Mr. Pope, and several eminent persons, from the year 1705, to 1711. .",3020,5
"4312","T93336","Moral and political dialogues",846,4
"4313","T93337","Moral and political dialogues",839,4
"4314","T93372","The novelist's magazine. .",24869,28
"4315","T93429","Thoughts on hunting",256,2
"4316","T93430","Thoughts upon hunting",256,2
"4317","T93431","Thoughts upon hare and fox hunting",258,2
"4318","T93516","The way to be rich and respectable",2347,16
"4319","T93517","The way to be rich and respectable",2389,16
"4320","T93622","A select collection of poems: with notes, biographical and historical. .",3167,7
"4321","T93727","A plain and easy introduction to the knowledge and practice of gardening, with hints on fish-ponds. By Charles Marshall, .",329,1
"4322","T93728","An introduction to the knowledge and practice of gardening",328,1
"4323","T93811","Philomel. Being a small collection of only the best English Songs",2992,1
"4324","T93819","The young philosopher: or, instructive entertainer",190,2
"4325","T93830","Daphnis",1412,2
"4326","T93856","A most easy guide to reading and spelling English, for the use of schools. In two parts. Part I. Begins with the first Principles of the Language, and gradually proceeds from Things simple to those which are more difficult and complex. Part II. Contains the general Rules for Dividing Words into Syllables, together with a number of their respective Examples: Also several Classes of undivided Words, and general Rules for finding out the Accent. With a Preface Comprehending the Substance of the Book in a more orderly and particular Manner. By John Sharp, M.A. Teacher of the Free English School of Berwick upon Tweed",3471,16
"4327","T93901","Selecta poemata anglorum latina",1688,2
"4328","T93915","Selecta poemata anglorum latina",1679,2
"4329","T93949","Virtue in humble life",7230,6
"4330","T93950","Domestic happiness, promoted",1257,3
"4331","T93956","Virtue in humble life",7278,6
"4332","T93957","Reflections, essays and meditations on life and religion",2882,7
"4333","T93958","An account of the rise, progress, and present state of the Magdalen Charity",2450,5
"4334","T93959","An account of the rise, progress, and present state of the Magdalen Charity",2450,5
"4335","T93960","An account of the rise, progress, and present state of the Magdalen Hospital",2325,5
"4336","T93961","An account of the rise, progress, and present state of the Magdalen Hospital",2321,5
"4337","T93992","Criticisms on the Rolliad. Part the first",190,2
"4338","T94034","An essay upon improving and adding, to the strength of Great-Britain and Ireland, by fornication",7927,10
"4339","T94052","The rule of life",1786,9
"4340","T94090","A short treatise upon arts and sciences, in French and English, by question and answer",927,2
"4341","T94091","A short treatise upon arts and sciences, in French and English, by question and answer",904,2
"4342","T94107","A letter, from a blacksmith",84,1
"4343","T94146","The great duty of contentment and resignation to the will of God, recommended",1023,1
"4344","T94169","Memoirs of the Rev. Isaac Watts, D.D. By Thomas Gibbons, D.D",1458,2
"4345","T94198","A new theory of consumptions",545,1
"4346","T94243","A new vocabulary of modern Billingsgate phrases for the use of Clergymen and others By which they may easily learn to Abuse, and Knock Down their Antagonists, with Propriety, and Success, without troubling their heads about Reason or Argument. The Words, and Phrases, warranted as the very best that can be chosen for the purpose. Being all of them most decently practised in the course of the severe drubbing given to the late worthy and Reverend A------d H-ll, in An examination of his survey of the religious clause of some burgess oaths, &c. By that Renowned Champion, and Mighty Warrior, the Rev. Mr. A--- G-b",615,2
"4347","T94257","Select epigrams of Martial. Translated and imitated by William Hay, Esq; with an appendix of some by Cowley, and other hands",1165,7
"4348","T94259","Tutti gli epigrammi di M. Val. Marziale",443,3
"4349","T94261","M. Val. Martialis epigrammata",198,1
"4350","T94262","M. Val. Martialis epigrammata in XII. libros digesta: ut uni, sic omnibus poetis, facem praeferente Jacobo Elphinstonio",209,1
"4351","T94276","The enquirer. Reflections on education, manners, and literature. In a series of essays. By William Godwin",2504,7
"4352","T94277","The enquirer",2529,7
"4353","T94292","A funeral sermon, preached in the chapel of Dalkeith the 6th of May, on the Right Honourable Francis late Earl of Dalkeith, Who died in Adderbury in Oxfordshire the First of April, and was interred at his Burial-Place, in Dalkeith, the Fifth of May 1750. By the Reverend Charles Roberts, M. A. Minister of the licensed Chapels of Musselburgh and Dalkeith. Published at the Request of the Hearers",297,2
"4354","T94352","An essay on Milton's use and imitation of the moderns, in his Paradise lost",520,2
"4355","T94369","Dr. South still speaking",451,2
"4356","T94842","Philemon to Hydaspes; relating a conversation with Hortensius, upon the subject of false religion. In which is endeavour'd to be shewn, That the best Key to Men's Religious Oeconomy is the Observation of their Natural Temper; and That every Instance of False Conduct in the one, is to be resolved into some corresponding Peculiarity in the other: With a more particular Application to the Case of an Extravagant Devotion",1542,6
"4357","T94843","Philemon to hydaspes; relating a second conversation with Hortensius upon the subject of false religion",427,3
"4358","T94844","Philemon to hydaspes; relating a conversation with Hortensius, upon the subject of false religion",1618,8
"4359","T9494","An entire new work",480,3
"4360","T9498","The story of Theodosius and Constantia",9804,2
"4361","T95131","The beauties of history",20698,24
"4362","T95132","The beauties of history",24895,19
"4363","T95170","The gentleman's library",37891,139
"4364","T95171","The gentleman's library",4308,13
"4365","T95179","A collection of psalms and hymns for public worship. By Joseph Radford",682,3
"4366","T95180","The gentleman's library",36520,135
"4367","T95292","The polite arts, dedicated to the ladies, by Cosmetti",296,2
"4368","T95313","The polite lady",213,2
"4369","T95314","The polite lady",277,3
"4370","T95316","The polite lady",213,2
"4371","T95323","Sermons on several subjects",881,4
"4372","T95324","Sermons on several subjects",877,4
"4373","T95325","Sermons on several subjects",876,4
"4374","T95333","The polite lady",214,2
"4375","T95349","Philemon to Hydaspes",1570,6
"4376","T95353","Philemon to hydaspes: relating a second conversation with hortensius upon the subject of false religion",401,3
"4377","T95354","Philemon to hydaspes: relating a conversation with Hortensius, upon the subject of false religion",1572,6
"4378","T95449","Popery inconsistent with the natural rights of men in general, and of Englishmen in particular: a sermon, preached at Charlotte-Street Chapel. By William Dodd, L L. D. Chaplain in Ordinary to his Majesty",144,1
"4379","T95502","The critic philosopher",1543,11
"4380","T95673","The critic philosopher",1493,9
"4381","T95716","The great duty of contentment and resignation to the will of God, recommended",1040,2
"4382","T95738","A second part to the Morsels of criticism: containing additional dissertations and additional notes; further illustrating the original work; -and tending to shew the most perfect Consistency of Philosophical Discoveries, and of Historical Facts, with The Holy Scriptures",451,3
"4383","T95740","Morsels of criticism",456,3
"4384","T95774","Principles of elocution, and suitable exercises",14644,8
"4385","T95786","Self-knowledge",1529,2
"4386","T95787","Self-knowledge",1526,2
"4387","T95821","Buchanan's History of Scotland. In twenty books. Containing I. An Account of its several Situations; and the Nature of its Soil and Climate. II. The Ancient Names, Manners, Laws, and Customs of the Country, and what People inhabited the Island from the very Beginning. III. A Chronicle of all its Kings, in an exact Series of Succession, from Fergus, the first Founder of the Scotish Monarchy, to the Reign of King James VI. of Scotland, and First, of England. The second edition, revised and corrected from the Latin original, by Mr. Bond. In two volumes. Adorned with Curious Cutts Engraven from the Original Paintings, by Mr. White, Mr. Vertue, &c",110,1
"4388","T95979","A particular and authentic narrative of the life, examination, tortures and execution of Robert Francis Damien, who attempted to kill Lewis XV. King of France, by stabbing him in the right side, as he was stepping into his coach, January the 5th, 1757. Interspersed with Some occasional Reflections on the dreadful Effects of Enthusiasm and Superstition. As published by Authority in Paris. Translated from the French by Thomas Jones, Esq",3190,20
"4389","T96104","Self-knowledge",2289,3
"4390","T96242","The letters of Sir Thomas Fitzosborne, on several subjects",382,4
"4391","T96439","Sermons to young men",29215,80
"4392","T96444","Sermons to young men",24067,62
"4393","T96597","Letters on several subjects. By the late Sir Thomas Fitzosborne, Bart",168,1
"4394","T96628","The sale of authors, a dialogue, in imitation of Lucian's Sale of philosophers",158,1
"4395","T96629","The works of Tacitus",298,2
"4396","T96631","The works of Tacitus",296,2
"4397","T96709","The rights of the English colonies established in America stated and defended; their merits and importance to Great Britain displayed; with illustration of the benefits of their union, and of the mischiefs and dangers of their continued dissention",472,2
"4398","T96756","An account of the mechanism of the eye",358,3
"4399","T96886","Mathematical essays",130,1
"4400","T96906","The accountant and geometrician",465,2
"4401","T97114","Magnanimity",117,1
"4402","T97175","Twenty practical sermons on several important subjects",374,1
"4403","T97176","Sermons on various subjects",1342,3
"4404","T97179","The great duty of contentment, and resignation to the will of God, recommended",1231,4
"4405","T97264","The principles of eloquence; adapted to the pulpit and the bar. By the Abbé Maury. Translated from the French; with additional notes, by John Neal Lake, A.M",1077,3
"4406","T97306","Amusements serious and comical",1090,3
"4407","T97316","Literary amusements; or, evening entertainer. By a female hand. Containing, The history of Mr. Allen. The life of an authoress. The Enchanted Rose. History of Nouzharel. Fatal Curiosity. The Fox-Hunters. Effects of Seduction. Letter on Suicide. On the Studies of Women. William and Phebe. Thoughts on Friendship. On Rural Simplicity. In two volumes. .",988,2
"4408","T97385","A treatise on temptation, being an inquiry why folly, wickedness, and misery, appear, and prevail, in different forms, among various classes of men. By the Rev. Mr. Thomas Gillespie, Late Minister of the Gospel at Dunfermline",559,2
"4409","T97392","A collection of poems on divine and moral subjects, selected from various authors. By William Giles",7792,4
"4410","T97406","The voyages and cruises of Commodore Walker, during the late Spanish and French Wars. In Two Volumes. .",87,1
"4411","T97407","The voyages and cruises of Commodore Walker, during the late Spanish and French Wars. In two volumes",87,1
"4412","T97422","Miscellaneous works",769,5
"4413","T97527","New memoirs of the life and poetical works of Mr. John Milton: with I. An Examination of Milton's Stile: And, II. Explanatory & Critical Notes on divers Passages of Milton & Shakespeare: By the Editor. III. Baptistes: A Sacred Dramatic Poem, in Defence of Liberty; as, written in Latin, by Mr. George Buchanan; Translated into English, by Mr. John Milton; & first published in 1641. By Order of the House of Commons. IV. The Parallel, or Archbishop Laud & Cardinal Wolsey compared: a Vision, by Milton. V. The Legend of Sir Nicholas Throckmorton, Kt. Chief Butler of England, who died of poison, Anno 1570. an Historical Poem: By (his nephew) Sir Thomas Throckmorton, Kt. VI. Herod the Great: a Poem: By the Editor. Vii. The Resurrection, a Poem in Imitation of Milton: by a Friend. And, Viii. A Discourse on the Harmony of the Spheres: by Milton. The whole illustrated with proper prefaces & notes, by Francis Peck, M. A. Adorned with the Head of Milton (from a Painting in the Hands of the Editor) & the Print of a medal struck in honor of him by Mr. Auditor Benson",1186,2
"4414","T97528","New memoirs of the life and poetical works of Mr. John Milton: ... The whole illustrated with proper prefaces & notes, by Francis Peck, .",1890,6
"4415","T97571","A sentimental tour, collected from a variety of occurrences, from Newbiggin, near Penrith, Cumberland, to London, By Way of Cambridge; and from London, to Newbiggin, By Way of Oxford. &c. By G. Thompson",546,1
"4416","T97702","The friendly monitor; or dialogues for youth against the fear of ghosts, and other irrational apprehensions. with Reflections on the Power of the Imagination, and the Folly of Superstition. By the author of the polite reasoner, and Juvenile speaker",2473,6
"4417","T97704","Maxims and observations moral and physical: interspersed with characters from the most approved authors",11709,40
"4418","T97820","Poems on divine subjects",2465,12
"4419","T97900","Dissertations moral and critical",701,1
"4420","T97915","The adventurer. ... . On vent'rous wing in quest of praise I go, And leave the gazing multitude below",458,2
"4421","T97916","The adventurer. ... . On vent'rous wing in quest of praise I go, And leave the gazing multitude below",244,1
"4422","T97917","The adventurer",460,2
"4423","T97920","The beauties of the Spectators, Tatlers, and Guardians",684684,362
"4424","T97923","The guardian. .",2761,2
"4425","T97924","The guardian. .",2176,2
"4426","T97925","The guardian. .",2527,3
"4427","T97926","The guardian. .",2173,2
"4428","T97927","The guardian. .",2614,4
"4429","T97928","The guardian. .",2582,4
"4430","T97929","The guardian. .",2157,2
"4431","T97930","The guardian. .",2184,3
"4432","T97931","The guardian. .",2159,2
"4433","T97932","The guardian. In Three Volumes. .",797,1
"4434","T97935","The guardian. .",1378,1
"4435","T97975","The adventurer",243,1
"4436","T97977","The beauties of the Spectators, Tatlers, and Guardians",724616,397
"4437","T97980","The mottoes of the Spectators, Tatlers and Guardians. Translated into English",130,2
"4438","T97981","The motto's of the two last volumes of Spectators, from no 401, to no 555 inclusive",105,1
"4439","T97982","The motto's of the last 224 Spectators, from no 170. to no 400 inclusive. To which is added an alphabetical index",254,4
"4440","T97983","The motto's of the five volumes of Tatlers, and the two volumes of the Spectator, translated into English. To which is added, a complete index to the two volumes of the Spectator",273,2
"4441","T97990","The beauties of the Spectators, Tatlers, and Guardians",688699,366
"4442","T98205","Letter between Master Tommy and Miss Nancy Goodwill",3144,10
"4443","T98210","The rule of life",691,3
"4444","T98212","A vindication of the miraculous powers, which subsisted in the three first centuries of the Christian church",960,1
"4445","T98213","Poems and imitations of the British poets. With odes, miscellanies, and notes. By W. Churchey",311,2
"4446","T98262","The life and adventures of Joe Thompson",142,1
"4447","T98311","A selection of psalms and hymns, from various authors. By the Rev. Henry Mead, .",1371,4
"4448","T98348","An introduction to the game of draughts",64,1
"4449","T98393","A collection of psalms and hymns, extracted from various authors, and published by the Reverend Mr. Madan",684,1
"4450","T98394","A collection of psalms and hymns, extracted from various authors. And published by the Reverend Mr. Madan",684,1
"4451","T98395","A collection of psalms and hymns, extracted from various authors. And published by the Reverend Mr. Madan",685,1
"4452","T98396","A collection of psalms and hymns, extracted from various authors. And published by the Reverend Mr. Madan",680,1
"4453","T98397","A collection of psalms and hymns, extracted from various authors. And published by the Reverend Mr. Madan",663,2
